"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"28-Oct-2025","EQ","3,076.00","3,090.20","3,040.20","3,084.90","3,059.80","3,057.90","3,059.27","4,494.90","2,866.60","34,70,737","10,61,79,38,168.30","1,40,326"
"27-Oct-2025","EQ","3,066.50","3,094.20","3,060.20","3,063.20","3,083.00","3,084.90","3,083.94","4,494.90","2,866.60","19,46,312","6,00,23,14,206.60","85,517"
"24-Oct-2025","EQ","3,080.00","3,090.00","3,058.30","3,073.20","3,060.60","3,063.20","3,073.62","4,494.90","2,866.60","26,84,318","8,25,05,73,087.80","1,87,127"
"23-Oct-2025","EQ","3,055.00","3,098.00","3,036.10","3,006.70","3,070.00","3,073.20","3,075.63","4,494.90","2,866.60","55,64,758","17,11,51,35,296.00","2,90,229"
"21-Oct-2025","EQ","3,031.10","3,031.80","2,996.00","3,015.20","3,000.00","3,006.70","3,013.14","4,494.90","2,866.60","3,10,644","93,60,15,414.70","29,319"
"20-Oct-2025","EQ","2,985.50","3,023.00","2,978.50","2,962.20","3,016.30","3,015.20","3,007.54","4,494.90","2,866.60","31,33,039","9,42,27,54,243.30","1,63,532"
"17-Oct-2025","EQ","2,970.00","2,988.80","2,955.40","2,970.70","2,963.00","2,962.20","2,967.59","4,494.90","2,866.60","43,74,683","12,98,22,48,748.30","1,65,312"
"16-Oct-2025","EQ","2,969.90","2,975.00","2,943.10","2,969.80","2,971.80","2,970.70","2,961.98","4,494.90","2,866.60","32,51,495","9,63,08,75,594.50","1,97,293"
"15-Oct-2025","EQ","2,971.00","2,979.70","2,951.00","2,960.30","2,970.00","2,969.80","2,967.01","4,494.90","2,866.60","42,82,226","12,70,53,86,117.20","1,46,773"
"14-Oct-2025","EQ","3,021.00","3,027.20","2,955.50","3,007.20","2,960.00","2,960.30","2,976.34","4,494.90","2,866.60","36,11,416","10,74,87,94,587.50","1,83,673"
"13-Oct-2025","EQ","3,027.00","3,035.50","2,998.20","3,028.30","3,006.00","3,007.20","3,011.37","4,494.90","2,866.60","28,66,865","8,63,31,80,149.10","1,69,572"
"10-Oct-2025","EQ","3,050.00","3,070.00","3,006.90","3,061.70","3,028.00","3,028.30","3,032.16","4,494.90","2,866.60","88,17,365","26,73,56,29,672.60","2,44,153"
"09-Oct-2025","EQ","3,034.00","3,066.00","3,020.00","3,027.20","3,060.20","3,061.70","3,046.36","4,494.90","2,866.60","32,11,304","9,78,27,98,225.60","1,33,703"
"08-Oct-2025","EQ","2,975.00","3,043.00","2,968.00","2,973.70","3,031.50","3,027.20","3,024.78","4,494.90","2,866.60","41,21,889","12,46,78,11,108.50","1,54,336"
"07-Oct-2025","EQ","2,995.00","3,004.50","2,955.50","2,988.40","2,975.00","2,973.70","2,971.70","4,494.90","2,866.60","30,62,943","9,10,21,39,525.60","1,41,987"
"06-Oct-2025","EQ","2,902.00","2,993.60","2,895.60","2,901.90","2,988.00","2,988.40","2,959.88","4,494.90","2,866.60","21,12,774","6,25,35,56,716.30","1,00,920"
"03-Oct-2025","EQ","2,924.00","2,924.00","2,891.10","2,914.20","2,903.00","2,901.90","2,902.27","4,494.90","2,866.60","28,99,519","8,41,51,75,156.20","1,56,466"
"01-Oct-2025","EQ","2,891.00","2,924.80","2,866.60","2,888.40","2,915.10","2,914.20","2,897.26","4,494.90","2,866.60","19,52,902","5,65,80,70,903.00","1,24,217"
"30-Sep-2025","EQ","2,911.00","2,915.30","2,885.10","2,896.10","2,891.00","2,888.40","2,895.89","4,494.90","2,885.10","22,53,458","6,52,57,55,380.40","2,01,510"
"29-Sep-2025","EQ","2,916.00","2,929.30","2,894.00","2,899.10","2,904.30","2,896.10","2,904.37","4,494.90","2,891.30","31,10,035","9,03,26,90,025.70","1,79,197"
"26-Sep-2025","EQ","2,941.00","2,954.80","2,891.30","2,957.40","2,905.40","2,899.10","2,915.19","4,494.90","2,891.30","39,34,636","11,47,02,04,570.00","3,90,339"
"25-Sep-2025","EQ","3,022.00","3,029.60","2,951.00","3,035.40","2,958.00","2,957.40","2,977.56","4,494.90","2,951.00","49,74,361","14,81,14,52,426.90","4,18,858"
"24-Sep-2025","EQ","3,050.00","3,057.00","3,033.00","3,062.40","3,036.80","3,035.40","3,044.04","4,494.90","2,991.60","16,25,714","4,94,87,46,206.60","1,01,133"
"23-Sep-2025","EQ","3,070.00","3,080.70","3,052.00","3,073.80","3,065.00","3,062.40","3,063.85","4,494.90","2,991.60","31,77,741","9,73,61,21,756.20","1,41,198"
"22-Sep-2025","EQ","3,095.00","3,106.90","3,065.00","3,169.20","3,075.50","3,073.80","3,082.86","4,494.90","2,991.60","36,34,901","11,20,58,89,441.10","3,21,272"
"19-Sep-2025","EQ","3,170.00","3,180.50","3,144.00","3,176.70","3,171.00","3,169.20","3,163.36","4,546.05","2,991.60","49,01,694","15,50,58,26,514.10","1,09,280"
"18-Sep-2025","EQ","3,185.00","3,203.00","3,161.40","3,172.80","3,177.00","3,176.70","3,179.00","4,546.05","2,991.60","26,33,138","8,37,07,38,058.40","1,47,801"
"17-Sep-2025","EQ","3,152.00","3,182.40","3,142.40","3,145.70","3,175.00","3,172.80","3,170.19","4,546.05","2,991.60","24,18,271","7,66,63,88,043.20","1,00,973"
"16-Sep-2025","EQ","3,128.00","3,150.00","3,109.10","3,111.90","3,147.90","3,145.70","3,132.70","4,546.05","2,991.60","25,73,429","8,06,17,82,019.30","96,675"
"15-Sep-2025","EQ","3,134.00","3,134.00","3,096.00","3,133.40","3,112.50","3,111.90","3,108.20","4,546.05","2,991.60","17,32,539","5,38,50,83,002.30","1,45,801"
"12-Sep-2025","EQ","3,144.00","3,148.70","3,121.00","3,124.20","3,133.00","3,133.40","3,134.12","4,549.35","2,991.60","14,47,167","4,53,55,89,799.80","1,03,589"
"11-Sep-2025","EQ","3,139.00","3,139.00","3,110.10","3,110.00","3,125.20","3,124.20","3,121.51","4,549.35","2,991.60","22,63,446","7,06,53,62,076.90","1,26,730"
"10-Sep-2025","EQ","3,056.40","3,122.70","3,053.40","3,049.40","3,110.00","3,110.00","3,104.63","4,549.35","2,991.60","20,79,428","6,45,58,61,143.70","1,27,545"
"09-Sep-2025","EQ","3,032.10","3,060.00","3,030.80","3,019.00","3,052.00","3,049.40","3,048.62","4,549.35","2,991.60","24,89,301","7,58,89,29,067.90","1,64,479"
"08-Sep-2025","EQ","3,050.00","3,064.90","3,016.00","3,048.30","3,023.20","3,019.00","3,028.84","4,549.35","2,991.60","26,26,187","7,95,42,91,229.00","1,12,429"
"05-Sep-2025","EQ","3,097.10","3,103.40","3,028.60","3,095.70","3,048.00","3,048.30","3,052.10","4,588.00","2,991.60","28,02,055","8,55,21,62,278.60","2,03,461"
"04-Sep-2025","EQ","3,116.00","3,118.00","3,090.80","3,097.50","3,095.80","3,095.70","3,101.37","4,588.00","2,991.60","14,81,391","4,59,43,43,759.60","1,04,731"
"03-Sep-2025","EQ","3,129.90","3,141.90","3,088.00","3,111.50","3,100.00","3,097.50","3,102.69","4,588.00","2,991.60","17,99,774","5,58,41,47,665.60","1,06,698"
"02-Sep-2025","EQ","3,121.10","3,155.00","3,103.10","3,112.60","3,112.00","3,111.50","3,125.54","4,588.00","2,991.60","21,85,229","6,83,00,18,367.90","1,54,171"
"01-Sep-2025","EQ","3,090.00","3,131.10","3,090.00","3,084.70","3,111.00","3,112.60","3,118.12","4,588.00","2,991.60","12,46,862","3,88,78,60,373.50","85,857"
"29-Aug-2025","EQ","3,093.00","3,115.00","3,077.20","3,093.70","3,083.80","3,084.70","3,093.86","4,592.25","2,991.60","22,71,789","7,02,86,04,709.30","1,09,782"
"28-Aug-2025","EQ","3,145.00","3,146.50","3,086.50","3,157.20","3,098.00","3,093.70","3,110.39","4,592.25","2,991.60","31,16,051","9,69,21,21,881.30","2,04,600"
"26-Aug-2025","EQ","3,129.00","3,162.00","3,120.00","3,140.60","3,157.00","3,157.20","3,152.41","4,592.25","2,991.60","55,22,097","17,40,79,35,331.00","1,73,962"
"25-Aug-2025","EQ","3,087.30","3,152.00","3,077.10","3,054.00","3,142.10","3,140.60","3,133.79","4,592.25","2,991.60","34,48,370","10,80,64,64,376.70","2,00,973"
"22-Aug-2025","EQ","3,086.00","3,095.70","3,050.00","3,102.60","3,054.70","3,054.00","3,068.45","4,592.25","2,991.60","15,93,791","4,89,04,62,450.30","82,740"
"21-Aug-2025","EQ","3,130.00","3,130.00","3,083.10","3,098.60","3,100.00","3,102.60","3,107.84","4,592.25","2,991.60","32,30,726","10,04,05,86,025.70","1,19,697"
"20-Aug-2025","EQ","3,010.90","3,103.40","3,010.90","3,016.20","3,094.80","3,098.60","3,078.21","4,592.25","2,991.60","49,52,358","15,24,44,01,986.40","1,90,110"
"19-Aug-2025","EQ","3,011.20","3,025.00","3,011.10","3,011.20","3,018.00","3,016.20","3,016.58","4,592.25","2,991.60","26,50,784","7,99,62,91,836.90","1,19,303"
"18-Aug-2025","EQ","3,046.50","3,049.00","3,003.40","3,022.30","3,013.00","3,011.20","3,015.34","4,592.25","2,991.60","29,45,609","8,88,20,05,616.60","1,37,367"
"14-Aug-2025","EQ","3,034.00","3,055.90","3,019.10","3,036.20","3,022.50","3,022.30","3,032.52","4,592.25","2,991.60","33,42,174","10,13,52,12,616.40","1,94,661"
"13-Aug-2025","EQ","3,036.10","3,044.40","3,028.60","3,035.40","3,035.00","3,036.20","3,037.72","4,592.25","2,991.60","21,48,166","6,52,55,33,464.30","1,17,340"
"12-Aug-2025","EQ","3,041.00","3,096.40","3,026.90","3,040.80","3,039.80","3,035.40","3,057.38","4,592.25","2,991.60","33,58,232","10,26,73,95,734.80","1,65,565"
"11-Aug-2025","EQ","3,036.40","3,049.90","3,021.30","3,036.40","3,042.00","3,040.80","3,040.50","4,592.25","2,991.60","18,84,215","5,72,89,58,255.60","1,32,617"
"08-Aug-2025","EQ","3,048.10","3,059.80","3,025.00","3,047.00","3,031.90","3,036.40","3,043.58","4,592.25","2,991.60","27,62,140","8,40,68,05,181.00","1,19,961"
"07-Aug-2025","EQ","3,016.00","3,051.60","3,010.90","3,032.30","3,049.10","3,047.00","3,032.09","4,592.25","2,991.60","25,43,076","7,71,08,29,083.30","1,38,156"
"06-Aug-2025","EQ","3,063.00","3,066.80","3,026.00","3,063.90","3,031.60","3,032.30","3,037.10","4,592.25","2,991.60","14,87,081","4,51,64,12,670.50","1,09,992"
"05-Aug-2025","EQ","3,074.40","3,077.50","3,042.00","3,074.40","3,060.00","3,063.90","3,057.96","4,592.25","2,991.60","19,27,996","5,89,57,39,286.30","1,18,848"
"04-Aug-2025","EQ","3,009.10","3,079.40","2,991.60","3,003.00","3,078.70","3,074.40","3,046.24","4,592.25","2,991.60","25,19,252","7,67,42,44,863.50","1,54,005"
"01-Aug-2025","EQ","3,029.90","3,036.80","3,000.00","3,036.80","3,001.10","3,003.00","3,013.79","4,592.25","3,000.00","20,53,847","6,18,98,63,144.50","1,54,119"
"31-Jul-2025","EQ","3,041.70","3,059.80","3,015.00","3,053.60","3,033.20","3,036.80","3,034.36","4,592.25","3,015.00","29,68,371","9,00,71,05,954.30","1,99,367"
"30-Jul-2025","EQ","3,060.00","3,069.00","3,047.20","3,056.00","3,052.10","3,053.60","3,058.58","4,592.25","3,041.20","28,80,121","8,80,90,78,906.80","1,27,490"
"29-Jul-2025","EQ","3,060.00","3,074.00","3,041.20","3,079.30","3,057.00","3,056.00","3,056.04","4,592.25","3,041.20","47,85,312","14,62,40,90,930.70","2,47,039"
"28-Jul-2025","EQ","3,110.00","3,118.00","3,069.90","3,135.80","3,085.80","3,079.30","3,092.56","4,592.25","3,056.05","33,74,473","10,43,57,52,450.00","2,73,133"
"25-Jul-2025","EQ","3,140.00","3,156.90","3,125.60","3,148.00","3,140.00","3,135.80","3,140.77","4,592.25","3,056.05","25,68,917","8,06,83,75,805.90","1,05,704"
"24-Jul-2025","EQ","3,165.10","3,173.70","3,140.00","3,179.10","3,144.90","3,148.00","3,155.37","4,592.25","3,056.05","29,34,778","9,26,03,12,011.30","1,02,612"
"23-Jul-2025","EQ","3,159.60","3,182.00","3,157.60","3,159.60","3,175.00","3,179.10","3,169.59","4,592.25","3,056.05","19,22,875","6,09,47,30,938.80","96,628"
"22-Jul-2025","EQ","3,159.60","3,180.10","3,154.60","3,158.20","3,164.70","3,159.60","3,163.54","4,592.25","3,056.05","31,98,036","10,11,71,07,299.10","1,38,279"
"21-Jul-2025","EQ","3,190.00","3,197.60","3,152.00","3,189.90","3,158.90","3,158.20","3,162.44","4,592.25","3,056.05","38,44,346","12,15,75,19,336.90","1,95,683"
"18-Jul-2025","EQ","3,225.00","3,228.80","3,187.00","3,209.20","3,189.60","3,189.90","3,201.13","4,592.25","3,056.05","34,32,645","10,98,83,48,160.40","1,95,464"
"17-Jul-2025","EQ","3,224.10","3,242.00","3,204.10","3,233.10","3,207.70","3,209.20","3,220.48","4,592.25","3,056.05","29,47,640","9,49,28,07,475.50","1,57,207"
"16-Jul-2025","EQ","3,227.00","3,244.90","3,220.60","3,252.30","3,230.90","3,233.10","3,235.91","4,592.25","3,056.05","25,40,733","8,22,15,86,412.60","1,72,998"
"15-Jul-2025","EQ","3,206.00","3,259.40","3,206.00","3,222.70","3,252.00","3,252.30","3,243.32","4,592.25","3,056.05","25,90,889","8,40,30,81,368.10","1,71,257"
"14-Jul-2025","EQ","3,266.00","3,272.00","3,200.00","3,266.00","3,227.50","3,222.70","3,224.72","4,592.25","3,056.05","39,24,009","12,65,38,11,861.80","3,96,894"
"11-Jul-2025","EQ","3,299.90","3,335.00","3,261.10","3,382.00","3,264.50","3,266.00","3,295.45","4,592.25","3,056.05","76,35,550","25,16,25,51,686.40","5,52,284"
"10-Jul-2025","EQ","3,380.00","3,399.00","3,356.00","3,383.80","3,395.00","3,382.00","3,379.02","4,592.25","3,056.05","30,35,012","10,25,53,61,029.90","1,76,792"
"09-Jul-2025","EQ","3,410.00","3,414.00","3,367.00","3,406.20","3,386.00","3,383.80","3,387.16","4,592.25","3,056.05","20,34,938","6,89,26,61,354.30","1,91,376"
"08-Jul-2025","EQ","3,405.00","3,425.00","3,393.40","3,411.70","3,406.00","3,406.20","3,407.01","4,592.25","3,056.05","23,25,242","7,92,21,16,743.70","1,78,045"
"07-Jul-2025","EQ","3,418.30","3,426.10","3,408.40","3,419.80","3,410.60","3,411.70","3,417.70","4,592.25","3,056.05","16,39,174","5,60,22,06,127.80","73,810"
"04-Jul-2025","EQ","3,408.00","3,427.00","3,390.10","3,400.80","3,420.00","3,419.80","3,413.91","4,592.25","3,056.05","11,09,320","3,78,71,17,009.90","87,593"
"03-Jul-2025","EQ","3,430.00","3,435.30","3,397.60","3,423.30","3,400.00","3,400.80","3,414.55","4,592.25","3,056.05","25,31,870","8,64,52,07,975.40","1,31,370"
"02-Jul-2025","EQ","3,487.20","3,489.90","3,420.00","3,429.70","3,423.50","3,423.30","3,445.44","4,592.25","3,056.05","30,90,585","10,64,84,36,048.10","1,11,947"
"01-Jul-2025","EQ","3,455.00","3,485.00","3,413.50","3,462.00","3,430.00","3,429.70","3,439.04","4,592.25","3,056.05","23,75,183","8,16,83,54,151.00","1,25,874"
"30-Jun-2025","EQ","3,439.90","3,464.90","3,430.00","3,441.10","3,460.00","3,462.00","3,452.05","4,592.25","3,056.05","14,68,351","5,06,88,27,379.20","1,30,938"
"27-Jun-2025","EQ","3,455.00","3,466.40","3,431.00","3,441.80","3,445.00","3,441.10","3,445.16","4,592.25","3,056.05","17,78,433","6,12,69,78,962.50","1,22,369"
"26-Jun-2025","EQ","3,444.80","3,451.40","3,415.30","3,444.80","3,443.00","3,441.80","3,437.70","4,592.25","3,056.05","28,79,106","9,89,75,01,153.90","1,43,687"
"25-Jun-2025","EQ","3,407.30","3,450.00","3,400.00","3,390.40","3,443.00","3,444.80","3,422.33","4,592.25","3,056.05","17,57,699","6,01,54,21,913.00","1,01,280"
"24-Jun-2025","EQ","3,434.60","3,442.10","3,382.00","3,393.60","3,392.00","3,390.40","3,408.47","4,592.25","3,056.05","34,03,048","11,59,91,75,864.40","1,78,183"
"23-Jun-2025","EQ","3,415.00","3,425.00","3,370.00","3,435.70","3,392.00","3,393.60","3,392.20","4,592.25","3,056.05","31,23,421","10,59,52,71,627.80","1,53,401"
"20-Jun-2025","EQ","3,425.00","3,446.30","3,410.90","3,424.00","3,429.10","3,435.70","3,432.16","4,592.25","3,056.05","23,51,248","8,06,98,55,528.70","1,00,374"
"19-Jun-2025","EQ","3,450.00","3,451.00","3,413.00","3,451.40","3,420.00","3,424.00","3,426.54","4,592.25","3,056.05","26,72,768","9,15,83,51,862.50","1,25,292"
"18-Jun-2025","EQ","3,519.10","3,538.00","3,443.10","3,515.30","3,455.00","3,451.40","3,483.78","4,592.25","3,056.05","26,96,327","9,39,33,97,237.60","1,03,359"
"17-Jun-2025","EQ","3,510.00","3,520.00","3,488.10","3,496.30","3,512.00","3,515.30","3,511.25","4,592.25","3,056.05","21,11,940","7,41,55,51,942.20","1,45,498"
"16-Jun-2025","EQ","3,440.00","3,509.00","3,426.20","3,445.70","3,496.20","3,496.30","3,493.01","4,592.25","3,056.05","19,34,088","6,75,57,88,711.20","1,09,847"
"13-Jun-2025","EQ","3,393.20","3,450.50","3,393.20","3,434.20","3,447.40","3,445.70","3,436.18","4,592.25","3,056.05","21,78,493","7,48,56,89,915.90","1,40,820"
"12-Jun-2025","EQ","3,471.90","3,474.70","3,423.20","3,471.90","3,432.00","3,434.20","3,447.13","4,592.25","3,056.05","40,60,134","13,99,57,94,452.10","1,64,333"
"11-Jun-2025","EQ","3,470.00","3,489.00","3,449.10","3,462.90","3,470.80","3,471.90","3,471.90","4,592.25","3,056.05","28,47,013","9,88,45,49,517.90","1,63,525"
"10-Jun-2025","EQ","3,440.00","3,485.80","3,423.20","3,421.90","3,461.90","3,462.90","3,462.61","4,592.25","3,056.05","24,19,874","8,37,90,90,971.30","1,09,195"
"09-Jun-2025","EQ","3,400.00","3,434.00","3,390.90","3,384.20","3,423.00","3,421.90","3,420.68","4,592.25","3,056.05","17,18,678","5,87,90,53,289.40","73,412"
"06-Jun-2025","EQ","3,371.10","3,390.90","3,358.70","3,371.10","3,388.00","3,384.20","3,376.59","4,592.25","3,056.05","20,70,390","6,99,08,55,288.40","94,941"
"05-Jun-2025","EQ","3,409.00","3,409.00","3,363.70","3,380.90","3,374.00","3,371.10","3,380.39","4,592.25","3,056.05","35,84,683","12,11,76,23,680.00","1,29,913"
"04-Jun-2025","EQ","3,389.00","3,394.80","3,370.00","3,405.20","3,381.00","3,380.90","3,382.86","4,592.25","3,056.05","25,44,807","8,60,87,17,239.60","1,85,107"
"03-Jun-2025","EQ","3,446.00","3,473.50","3,400.50","3,449.80","3,411.40","3,405.20","3,418.44","4,592.25","3,056.05","28,48,125","9,73,61,54,029.80","1,95,278"
"02-Jun-2025","EQ","3,450.00","3,460.00","3,418.60","3,463.40","3,445.80","3,449.80","3,441.46","4,592.25","3,056.05","18,77,585","6,46,16,35,240.30","1,05,414"
"30-May-2025","EQ","3,490.00","3,506.70","3,453.10","3,498.10","3,460.00","3,463.40","3,473.80","4,592.25","3,056.05","34,04,365","11,82,60,74,213.60","1,04,081"
"29-May-2025","EQ","3,504.70","3,532.50","3,486.50","3,497.70","3,494.00","3,498.10","3,500.24","4,592.25","3,056.05","31,88,072","11,15,90,21,439.90","1,46,463"
"28-May-2025","EQ","3,520.00","3,529.00","3,493.00","3,498.70","3,500.10","3,497.70","3,501.32","4,592.25","3,056.05","12,22,933","4,28,18,80,586.60","80,594"
"27-May-2025","EQ","3,532.00","3,540.00","3,483.10","3,537.30","3,501.00","3,498.70","3,500.34","4,592.25","3,056.05","24,67,680","8,63,77,18,829.70","1,65,908"
"26-May-2025","EQ","3,521.00","3,545.00","3,510.10","3,514.60","3,538.00","3,537.30","3,536.37","4,592.25","3,056.05","9,67,470","3,42,13,30,419.50","67,043"
"23-May-2025","EQ","3,477.00","3,535.00","3,465.60","3,477.00","3,508.00","3,514.60","3,511.99","4,592.25","3,056.05","12,74,331","4,47,54,40,377.40","71,383"
"22-May-2025","EQ","3,495.00","3,497.80","3,451.30","3,525.80","3,483.40","3,477.00","3,473.54","4,592.25","3,056.05","20,34,383","7,06,65,03,817.80","1,38,574"
"21-May-2025","EQ","3,508.00","3,537.00","3,498.30","3,498.30","3,521.10","3,525.80","3,523.98","4,592.25","3,056.05","14,40,153","5,07,50,75,089.30","72,782"
"20-May-2025","EQ","3,531.80","3,558.00","3,494.00","3,518.80","3,503.00","3,498.30","3,515.81","4,592.25","3,056.05","20,38,374","7,16,65,41,410.90","1,38,343"
"19-May-2025","EQ","3,550.00","3,550.00","3,503.70","3,561.30","3,518.00","3,518.80","3,522.37","4,592.25","3,056.05","25,37,377","8,93,75,85,448.80","1,29,050"
"16-May-2025","EQ","3,593.90","3,593.90","3,546.10","3,579.90","3,561.30","3,561.30","3,559.81","4,592.25","3,056.05","16,66,727","5,93,32,24,873.80","1,17,749"
"15-May-2025","EQ","3,564.00","3,600.00","3,514.10","3,548.70","3,576.50","3,579.90","3,565.55","4,592.25","3,056.05","35,48,330","12,65,17,35,793.00","1,72,937"
"14-May-2025","EQ","3,521.00","3,561.00","3,508.60","3,515.00","3,547.00","3,548.70","3,543.04","4,592.25","3,056.05","21,19,499","7,50,94,59,955.30","1,36,543"
"13-May-2025","EQ","3,620.40","3,623.00","3,510.50","3,620.40","3,518.00","3,515.00","3,541.51","4,592.25","3,056.05","30,62,887","10,84,72,50,162.20","2,21,289"
"12-May-2025","EQ","3,505.00","3,630.50","3,502.20","3,440.30","3,626.50","3,620.40","3,577.93","4,592.25","3,056.05","22,28,678","7,97,40,51,782.10","1,46,104"
"09-May-2025","EQ","3,399.00","3,446.20","3,398.10","3,448.90","3,439.90","3,440.30","3,428.44","4,592.25","3,056.05","25,31,757","8,67,99,86,664.60","1,51,453"
"08-May-2025","EQ","3,448.00","3,477.00","3,428.70","3,445.10","3,434.20","3,448.90","3,451.58","4,592.25","3,056.05","25,43,591","8,77,94,05,820.40","1,16,139"
"07-May-2025","EQ","3,420.60","3,459.50","3,420.60","3,460.00","3,448.00","3,445.10","3,442.07","4,592.25","3,056.05","14,77,128","5,08,43,83,270.50","89,334"
"06-May-2025","EQ","3,460.00","3,473.00","3,437.00","3,454.30","3,451.60","3,460.00","3,458.05","4,592.25","3,056.05","13,24,763","4,58,11,01,196.30","65,526"
"05-May-2025","EQ","3,450.00","3,504.50","3,446.40","3,444.70","3,454.60","3,454.30","3,466.59","4,592.25","3,056.05","12,84,443","4,45,26,37,028.70","96,657"
"02-May-2025","EQ","3,472.00","3,491.50","3,420.00","3,453.70","3,438.00","3,444.70","3,450.76","4,592.25","3,056.05","21,15,624","7,30,05,05,304.30","1,24,212"
"30-Apr-2025","EQ","3,472.00","3,509.90","3,366.00","3,472.50","3,431.80","3,453.70","3,464.02","4,592.25","3,056.05","28,09,332","9,73,15,86,389.30","1,29,048"
"29-Apr-2025","EQ","3,455.00","3,495.00","3,430.40","3,443.50","3,473.00","3,472.50","3,470.18","4,592.25","3,056.05","15,78,332","5,47,70,91,995.80","95,060"
"28-Apr-2025","EQ","3,435.00","3,457.80","3,405.00","3,448.00","3,441.00","3,443.50","3,438.58","4,592.25","3,056.05","15,93,296","5,47,86,82,188.50","94,204"
"25-Apr-2025","EQ","3,420.00","3,477.80","3,405.00","3,401.60","3,434.00","3,448.00","3,442.01","4,592.25","3,056.05","27,42,991","9,44,14,14,787.60","1,51,400"
"24-Apr-2025","EQ","3,401.10","3,412.50","3,387.70","3,413.00","3,406.00","3,401.60","3,398.95","4,592.25","3,056.05","22,52,175","7,65,50,36,870.70","1,58,061"
"23-Apr-2025","EQ","3,365.00","3,420.90","3,337.30","3,314.40","3,405.00","3,413.00","3,398.75","4,592.25","3,056.05","35,43,923","12,04,48,99,557.30","1,64,989"
"22-Apr-2025","EQ","3,322.60","3,333.90","3,295.00","3,321.60","3,312.50","3,314.40","3,315.22","4,592.25","3,056.05","27,10,498","8,98,58,99,446.70","1,51,282"
"21-Apr-2025","EQ","3,290.10","3,354.00","3,284.10","3,298.90","3,319.00","3,321.60","3,325.96","4,592.25","3,056.05","24,32,946","8,09,18,78,392.80","1,27,748"
